source,text,label
trt,AK Parti'de kongre süreci devam ediyor,non-sarcastic
trt,Bakan Fidan: Irak'tan nihai beklentimiz PKK'yı terör örgütü olarak tanımasıdır,non-sarcastic
trt,Acılı ailelere saygısızlığa soruşturma: 5 gözaltı kararı,non-sarcastic
trt,Kartalkaya'daki otel yangınına ilişkin 5 şüpheli adliyede,non-sarcastic
trt,Irak'ın kuzeyinde 13 terörist etkisiz hale getirildi,non-sarcastic
trt,"Emine Erdoğan, İslam aleminin Miraç Kandili'ni kutladı",non-sarcastic
trt,İstanbul Havalimanı üç yıldır üst üste Avrupa'nın zirvesinde,non-sarcastic
trt,Bahçeli'den Miraç Kandili mesajı,non-sarcastic
trt,TBMM yoğun gündemle mesaisine dönüyor,non-sarcastic
trt,Bakan Tunç: Acılı ailelerinin rahatsız edilmesi asla kabul edilemez,non-sarcastic
trt,Bakan Fidan Irak'a gidiyor,non-sarcastic
trt,Miraç Kandili bugün idrak edilecek,non-sarcastic
trt,"Bakan Tunç'tan, Bolu'da hayatını kaybeden Yiğit Gençbay'ın ailesine taziye ziyareti",non-sarcastic
trt,Dışişleri: Teröre karşı Irak ile birlikte ortak mücadeleyi sürdüreceğiz,non-sarcastic
trt,Bakan Güler'den şehit Ufuk Akıncı'nın ailesine taziye ziyareti,non-sarcastic
trt,Yangın faciasında 11 şüpheli daha gözaltına alındı,non-sarcastic
trt,Cumhurbaşkanı Erdoğan: 78 canımızın hesabı tek tek sorulacak,non-sarcastic
trt,Bakan Tunç: Bağımsız Türk yargısı huzurunda hesap verecekler,non-sarcastic
trt,Cevdet Yılmaz: Kentsel dönüşüm tercih değil hayat kurtaran zorunluluktur,non-sarcastic
trt,"Dışişleri Bakanı Fidan, Irak'a gidecek",non-sarcastic
trt,Elazığ-Harput İl Yolu hizmete açıldı,non-sarcastic
trt,Cumhurbaşkanı Erdoğan: Milletimizin kamplaştırılmasına fırsat tanımayacağız,non-sarcastic
trt,Irak ve Suriye'nin kuzeyinde 5 terörist etkisiz hale getirildi,non-sarcastic
trt,"Yangın faciasının ilk 2,5 saatlik görüntüsü ortaya çıktı",non-sarcastic
trt,Yangın faciasında tutuklu sayısı 9'a yükseldi,non-sarcastic
trt,Miraç gecesi yarın idrak edilecek,non-sarcastic
trt,Atama kararları Resmi Gazete'de,non-sarcastic
trt,İçişleri Bakanı Yerlikaya: Enkazdaki 2 cana ulaşmak için yoğun gayret gösteriyoruz,non-sarcastic
trt,Bolu Belediye Başkanı Özcan: İtfaiye müdürü korkmuş olabilir,non-sarcastic
trt,Bakan Ersoy: Bolu Belediyesi yetersizliği bilerek gözünü kapatmış,non-sarcastic
trt,Bakan Yerlikaya: Ekiplerimiz 10 dakika içinde bölgeye ulaştı,non-sarcastic
trt,DMM'den Konya'da çöken binaya ilişkin açıklama: Asılsız iddialara itibar etmeyiniz,non-sarcastic
trt,"Cumhurbaşkanı Erdoğan, Malatya'da Uludağ ailesini ziyaret etti",non-sarcastic
trt,Bir babanın eşi ve çocuklarına en acı vedası,non-sarcastic
trt,Bolu'daki otel yangınında otel sahibi Halit Ergül tutuklandı,non-sarcastic
trt,Cumhurbaşkanı Erdoğan'dan şehit ailesine başsağlığı mesajı,non-sarcastic
trt,Adalet Bakanı Tunç'tan 'korsan metin' tepkisi: Büyük bir sorumsuzluk ve vicdansızlık,non-sarcastic
trt,Kartalkaya'daki otel yangınına ilişkin gözaltına alınan 8 zanlı için tutuklama talebi,non-sarcastic
trt,Hakan Fidan: Bazı AB ülkeleri Türkiye'nin üyeliğini iç siyaset malzemesi haline getirdi,non-sarcastic
trt,Malatya Çevre Yolu 2. kesimi hizmete açıldı,non-sarcastic
trt,Yusuf Dikeç ile Şevval İlayda Tarhan Almanya'da altın madalya kazandı,non-sarcastic
trt,Diyanet İşleri Başkanlığı 50 ilçe müftüsü ve 6 kadın il müftü yardımcısı alacak,non-sarcastic
trt,Bolu'daki yangın soruşturmasında gözaltı sayısı 14'e yükseldi,non-sarcastic
trt,Cumhurbaşkanı Erdoğan: Milletimize bu büyük acıları yaşatanlar hesap verecek,non-sarcastic
trt,Cumhurbaşkanı Erdoğan: Deprem bölgesindeki tüm konutlar yıl bitmeden teslim edilecek,non-sarcastic
trt,Irak'ın kuzeyinde 2 terörist etkisiz hale getirildi,non-sarcastic
trt,Refah Sınır Kapısı'nın yönetimi kime bırakılacak?,non-sarcastic
trt,Türkiye ve Suriye ticari ilişkilerinde yeni yol haritası,non-sarcastic
trt,MEB'den özel okul açıklaması: Veliler serbest piyasa koşullarında kıyafetleri istediği yerden alabilecek,non-sarcastic
trt,Yargı reformuyla istinaf ve temyiz süresi 6 aya çekilecek,non-sarcastic
trt,Elazığ depreminin üzerinden 5 yıl geçti,non-sarcastic
trt,"Cumhurbaşkanı Erdoğan, Malatya'ya gidecek",non-sarcastic
trt,Afyonkarahisar İl Emniyet Müdürü değişti,non-sarcastic
trt,Buz Hokeyi Dünya Şampiyonası'nda kadınlar 18 yaş altından altın madalya,non-sarcastic
trt,Pençe-Kaplan Operasyonu bölgesinde bir şehidimiz var,non-sarcastic
trt,Adalet Bakanı Yılmaz Tunç TRT Haber'de: Yangınla ilgili tüm sorumlular cezasını çekecek,non-sarcastic
trt,"Bakan Fidan, İranlı mevkidaşı Arakçi ile telefonda görüştü",non-sarcastic
trt,Trafikte saldırgan sürücülerin ehliyetleri geri alınacak,non-sarcastic
trt,AK Parti'den Kartalkaya'daki otel yangınına ilişkin önerge,non-sarcastic
trt,Emine Erdoğan: Medeniyetimizin derinliklerini yansıtan eserleri inceledik,non-sarcastic
trt,Cumhurbaşkanı Erdoğan: Ruanda ile ilişkilerimiz çok ciddi ivme kazandı,non-sarcastic
trt,"Bakan Fidan, Rus mevkidaşı Lavrov ile görüştü",non-sarcastic
trt,"Oteli beğenmedikleri için sabah terk edeceklerdi, yangında hayatını kaybettiler",non-sarcastic
trt,Bakan Tunç: Otel yangınında ihmali ve kusuru olanlar yargı önünde hesap verecek,non-sarcastic
trt,Narin Güran davasında gerekçeli karar açıklandı,non-sarcastic
trt,Pakistan Başbakanı Şerif'ten Cumhurbaşkanı Erdoğan’a taziye telefonu,non-sarcastic
trt,DMM'den 'Kültür ve Turizm Bakanlığı Kartalkaya'da yanan binayı yıkmak istiyor' iddiasını yalanlama,non-sarcastic
trt,Yangında mahsur kalanları kurtarmak isterken can verdiler,non-sarcastic
trt,Cumhurbaşkanı Erdoğan: Etkin ve hızlı işleyen bir adalet sistemi inşa edeceğiz,non-sarcastic
trt,Türkiye’nin küresel barış diplomasisi: Kıtalar arasında bir köprü,non-sarcastic
trt,Merkez Bankası yılın ilk faiz kararını açıkladı,non-sarcastic
trt,Bolu'daki yangında yaralanan 40 kişi taburcu edildi,non-sarcastic
trt,Yangın faciasında hayatını kaybedenlere veda,non-sarcastic
trt,Yangında son kez babasıyla konuştu: Son yolculuğuna da babası uğurladı,non-sarcastic
trt,MSB: Kıta sahanlığımıza karşı ihlal sahada derhal engellenecektir,non-sarcastic
trt,MSB: Son bir haftada 69 terörist etkisiz hale getirildi,non-sarcastic
trt,Bedelli askerlik sınıflandırma sonuçları açıklandı,non-sarcastic
trt,"BAE, Katar ve Azerbaycan liderinden Cumhurbaşkanı Erdoğan'a taziye telefonu",non-sarcastic
trt,Kimlik tespit çalışmaları tamamlandı: Can kaybı 78,non-sarcastic
trt,Cumhurbaşkanı Erdoğan Türkiye Yüzyılı'nın ilk Yargı Reformu Strateji Belgesi'ni açıklayacak,non-sarcastic
trt,77 ilde zehir tacirlerine operasyon: 2 bin 795 şüpheli yakalandı,non-sarcastic
trt,"THY, 13 yıl sonra Suriye uçuşlarına yeniden başladı",non-sarcastic
trt,Miraç Kandili pazar günü idrak edilecek,non-sarcastic
trt,Ruanda Cumhurbaşkanı Kagame Türkiye'ye geliyor,non-sarcastic
trt,"Bakan Fidan, ABD'li mevkidaşıyla görüştü",non-sarcastic
trt,Cumhurbaşkanı Erdoğan'dan İyimaya'nın ailesine taziye ziyareti,non-sarcastic
trt,Yangın faciasında yaralanan 51 kişiden 39'u taburcu edildi,non-sarcastic
trt,MGK'da 'Gazze’de sağlanan ateşkesin kalıcı olması'nın altı çizildi,non-sarcastic
trt,Kartalkaya'daki yangın faciasında gözaltı sayısı 11'e yükseldi,non-sarcastic
trt,Bolu'daki faciada hayatını kaybedenler son yolculuklarına uğurlanıyor,non-sarcastic
trt,Irak'ın kuzeyinde 4 terörist etkisiz hale getirildi,non-sarcastic
trt,Cumhurbaşkanı Erdoğan Bolu'da Gültekin ailesinin cenazesine katıldı,non-sarcastic
trt,İsrail'in yeni hedefi: Batı Şeria,non-sarcastic
trt,"Bolu Belediyesi, yanan otele 19 gün önce “uygunluk” belgesi vermiş",non-sarcastic
trt,Yargının 5 yıllık yol haritası yarın açıklanacak,non-sarcastic
trt,HGK-84 envanterde: Hedeflerin korkulu rüyası,non-sarcastic
trt,"Türkiye'nin ilk ""İklim Kanunu"" yolda",non-sarcastic
trt,Kartalkaya'da yanan otelde ekiplerin çalışmaları sürüyor,non-sarcastic
trt,"KKTC'de, Kartalkaya'daki yangında hayatını kaybedenler için 1 günlük ulusal yas ilan edildi",non-sarcastic
trt,Bakan Fidan: İsrail ateşkes yaptığı zaman harfiyen uymuyor,non-sarcastic
trt,Milli yas kararına ilişkin yazı ilgili kurumlara gönderildi,non-sarcastic
trt,Kartalkaya'daki yangın faciasında can kaybı 76'ya yükseldi,non-sarcastic
trt,Kartalkaya'daki otel yangınından etkilenenlere psikososyal destek,non-sarcastic
trt,"Cumhurbaşkanı Erdoğan'dan belediyelere ""başıboş köpek"" uyarısı: Görevinizi yapın",non-sarcastic
trt,"Türkiye ve Mısır heyetleri arasındaki istişareler, Ankara'da gerçekleşti",non-sarcastic
trt,Otel yangınında yaralananların yakınları ALO 184'ten bilgi alabilecek,non-sarcastic
trt,İran ile Rusya arasındaki stratejik anlaşma ne anlatıyor?,non-sarcastic
trt,Cumhurbaşkanı Erdoğan: 1 günlük milli yas ilan edildi,non-sarcastic
trt,Bakan Tunç: Yangın ile ilgili otelin sahibi de dahil 4 kişi gözaltına alındı,non-sarcastic
trt,Bakanlardan yaralılara ziyaret,non-sarcastic
trt,Kültür ve Turizm Bakanı Ersoy: Kartalkaya'daki otelde 2 adet yangın merdiveni var,non-sarcastic
trt,"Bolu'da otel yangını: Can kaybı 66'ya yükseldi, 51 yaralı var",non-sarcastic
trt,Cumhurbaşkanı Erdoğan: Kartalkaya’daki yangının sorumlularından hesap sorulacak,non-sarcastic
trt,Devlet Bahçeli'den otel yangını için taziye mesajı,non-sarcastic
trt,"""Cumhurbaşkanına hakaret"" suçundan gözaltına alınan Özdağ adliyede",non-sarcastic
trt,Kamu-özel işbirliğiyle yapılan havalimanları devlete 344 milyar lira kazandıracak,non-sarcastic
trt,Emine Erdoğan'dan Kartalkaya'daki yangında hayatını kaybedenler için taziye mesajı,non-sarcastic
trt,6 terörist etkisiz hale getirildi,non-sarcastic
trt,Cumhurbaşkanı Erdoğan'dan taziye mesajı,non-sarcastic
trt,"Altun: Cumhurbaşkanı, Bakanların Bolu'ya intikali için talimat verdi",non-sarcastic
trt,"Bakan Kurum'dan ""Bakırcılar Çarşısı"" paylaşımı: Asrın inşasına yakışır bir mühendislik eseri",non-sarcastic
trt,"Cumhurbaşkanı Erdoğan, Slovakya Başbakanı Fico ile görüşecek",non-sarcastic
trt,90 Filistinli esir serbest bırakıldı,non-sarcastic
trt,İletişim Başkanı Altun'dan Arıkan'a geçmiş olsun mesajı,non-sarcastic
trt,Türkiye'den Nijerya'ya taziye mesajı,non-sarcastic
trt,Cumhurbaşkanı Erdoğan yarın Slovak Cumhuriyeti Başbakanı Fico ve heyetini kabul edecek,non-sarcastic
trt,"Türkiye, Ermenistan'ın 2 suçluyu iadesini takdirle karşıladı",non-sarcastic
trt,Kırmızı bültenle aranan organize suç örgütü elebaşı Türkiye'ye getirildi,non-sarcastic
trt,Türkiye genelinde aranan 2 bin 574 kişi yakalandı,non-sarcastic
trt,Uyarı işareti olmayan çukura girip kaza yapan sürücü 110 bin lira tazminat kazandı,non-sarcastic
trt,CHP'li Cem Aydın adli kontrol şartıyla serbest bırakıldı,non-sarcastic
trt,İletişim Başkanı Altun'dan TRT World'e tebrik,non-sarcastic
trt,"Cumhurbaşkanı Erdoğan, Alevi Dedesi Ahmet Uğurlu'yu kabul etti",non-sarcastic
trt,"Bakan Tunç: Yargı mensuplarımızı hedef alan, tehditkâr açıklamalar kabul edilemez",non-sarcastic
trt,"Cumhurbaşkanı Erdoğan, Robert Fico'yu resmi törenle karşıladı",non-sarcastic
trt,Özel okullarda fahiş fiyata soruşturma,non-sarcastic
trt,"Bakan Uraloğlu duyurdu: Elektrikli skuterlere ""yerli üretim şartı"" geliyor",non-sarcastic
trt,İBB Başkanı İmamoğlu hakkında soruşturma,non-sarcastic
trt,Irak ve Suriye'nin kuzeyinde 4 terörist etkisiz hale getirildi,non-sarcastic
trt,"Interpol kırmızı bültenle arıyordu, Bodrum'da yakalandı",non-sarcastic
trt,İsveç heyeti yarın Ankara'ya geliyor,non-sarcastic
trt,Ünal Karaman İyi Parti'den istifa etti,non-sarcastic
trt,Türkiye'nin Halep Başkonsolosluğu yeniden hizmete açıldı,non-sarcastic
trt,Başkasının evine ait tapu bilgilerini paylaşan kişiye ceza,non-sarcastic
trt,Şarj noktasına hatalı park için çözüm bekleniyor,non-sarcastic
trt,Bakanlıktan Erdoğan Arıkan'ın sağlık durumuna ilişkin açıklama,non-sarcastic
trt,"Bakan Kurum'dan ""Bakırcılar Çarşısı"" paylaşımı: Asrın inşasına yakışır bir mühendislik eseri",non-sarcastic
trt,"Cumhurbaşkanı Erdoğan, Slovakya Başbakanı Fico ile görüşecek",non-sarcastic
trt,90 Filistinli esir serbest bırakıldı,non-sarcastic
trt,İletişim Başkanı Altun'dan Arıkan'a geçmiş olsun mesajı,non-sarcastic
trt,23 ilde FETÖ operasyonlarında 47 şüpheli yakalandı,non-sarcastic
trt,"Cumhurbaşkanı Erdoğan, Adana ve Mersin'e gidecek",non-sarcastic
trt,Korkuteli-Elmalı yolu hizmete açıldı,non-sarcastic
trt,Akif Çağatay Kılıç: Terör faaliyetlerinin son bulduğu bir Suriye'nin oluşması için çalışacağız,non-sarcastic
trt,TRT World Citizen Ödülleri sahiplerini buldu,non-sarcastic
trt,"İstanbul'da son 2 günde, 3 bin 500'den fazla genç evlilik kredisine başvurdu",non-sarcastic
trt,"Cumhurbaşkanı Erdoğan, Adana ve Mersin'e gidecek",non-sarcastic
trt,Hafta sonu hava nasıl olacak?,non-sarcastic
trt,İstanbul merkezli FETÖ operasyonu: 17 şüpheli tutuklandı,non-sarcastic
trt,Altun: Türkiye istikrar ihraç eden bir güç,non-sarcastic
trt,Cumhurbaşkanı Başdanışmanı Kılıç: Avrupa ve dünyada İslamofobik yaklaşımlarda bir yükseliş görülüyor,non-sarcastic
trt,Bakan Kacır: Türkiye'nin semalarını hava savunma sistemleriyle donatacağız,non-sarcastic
trt,"Bayraktar KIZILELMA, bir uçuş testini daha başarıyla tamamladı",non-sarcastic
trt,"Bakan Göktaş: 15 bin 30 genç çift, Aile ve Gençlik Fonu'na başvurdu",non-sarcastic
trt,"Dana köfteye kanatlı eti, Kayseri mantısına sakatat kattılar",non-sarcastic
trt,Bakan Tunç: Darbecilerin yazdığı bir anayasayla Türkiye Yüzyılı'nda yol katedemeyiz,non-sarcastic
trt,Cumhurbaşkanı Erdoğan: Bölücü terör örgütü öyle ya da böyle bertaraf edilecek,non-sarcastic
trt,Türkiye genelinde 15 bin 30 çift Aile ve Gençlik Fonu'na başvurdu,non-sarcastic
trt,"""Yenidoğan çetesi"" davasında sanık avukatlarının reddihakim talebi reddedildi",non-sarcastic
trt,En çok tercih edilen bebek isimleri Defne ve Alparslan oldu,non-sarcastic
trt,"Erdoğan'dan Özel'e: Esenyurt'tan, Beşiktaş'tan haberin yoksa sen bu işi bırak",non-sarcastic
trt,"Emine Erdoğan: Çocuklarımız için atılmış her adım, ülkemizin yarınına yapılmış en değerli yatırımdır",non-sarcastic
trt,Bakan Fidan: Türkiye ve Azerbaycan kader birliğine devam edecek,non-sarcastic
trt,TBMM geçen yıl 23 kanun çıkardı,non-sarcastic
trt,Irak ve Suriye'nin kuzeyinde 21 terörist etkisiz hale getirildi,non-sarcastic
trt,"Bakan Fidan, Azerbaycan Cumhurbaşkanı Aliyev tarafından kabul edildi",non-sarcastic
trt,23 ilde FETÖ operasyonlarında 47 şüpheli yakalandı,non-sarcastic
trt,"Cumhurbaşkanı Erdoğan, Adana ve Mersin'e gidecek",non-sarcastic
trt,Korkuteli-Elmalı yolu hizmete açıldı,non-sarcastic
trt,Akif Çağatay Kılıç: Terör faaliyetlerinin son bulduğu bir Suriye'nin oluşması için çalışacağız,non-sarcastic
trt,TRT World Citizen Ödülleri sahiplerini buldu,non-sarcastic
trt,"İstanbul'da son 2 günde, 3 bin 500'den fazla genç evlilik kredisine başvurdu",non-sarcastic
trt,"Cumhurbaşkanı Erdoğan, Adana ve Mersin'e gidecek",non-sarcastic
trt,Hafta sonu hava nasıl olacak?,non-sarcastic
trt,İstanbul merkezli FETÖ operasyonu: 17 şüpheli tutuklandı,non-sarcastic
trt,Altun: Türkiye istikrar ihraç eden bir güç,non-sarcastic
trt,"""Konya Çevre Yolu 2. Kesimi"" hizmete açıldı",non-sarcastic
trt,Cumhurbaşkanı Erdoğan: Enflasyonla mücadelede belli bir aşamaya geldik,non-sarcastic
trt,"Bakan Fidan, bakanlığın genç diplomatlarıyla buluştu",non-sarcastic
trt,"Cumhurbaşkanı Erdoğan, Kayseri Havalimanı'nın yeni termal binasının açılışını yaptı",non-sarcastic
trt,Bakan Tunç: Bakanlık bünyesinde 'Yapay Zeka Bilim Komisyonu' kuruyoruz,non-sarcastic
trt,Cumhurbaşkanı Erdoğan: YPG'nin çöpe atılması yakındır,non-sarcastic
trt,"Beşiktaş Belediye Başkanı Akpolat, görevden uzaklaştırıldı",non-sarcastic
trt,Koruyucu aile yanındaki çocuk sayısı 10 bini geçti,non-sarcastic
trt,Konya Çevre Yolu'nun ikinci kesimi açıldı,non-sarcastic
trt,Cumhurbaşkanı Erdoğan: Gönül coğrafyamızın tamamında mazlum ve mağdurların yanındayız,non-sarcastic
trt,Saldırı hazırlığı yapan 29 terörist etkisiz hale getirildi,non-sarcastic
trt,Korkuteli-Elmalı yolu açılıyor,non-sarcastic
trt,"Sahte içkiden can kaybı artıyor: 38 kişi öldü, 26 kişi entübe edildi",non-sarcastic
trt,Beşiktaş'ta Solskjaer dönemi,non-sarcastic
trt,Milletlerarası antlaşmalar Resmi Gazete'de,non-sarcastic
trt,Emine Erdoğan'dan yarıyıl tatili paylaşımı,non-sarcastic
trt,Cumhurbaşkanı Erdoğan bugün çevre yolu ve havalimanı açılışları yapacak,non-sarcastic
trt,"Yarıyıl tatili için ""karne zili"" bugün çaldı",non-sarcastic
trt,İhale yolsuzluğu soruşturması: Beşiktaş Belediye Başkanı Akpolat tutuklandı,non-sarcastic
trt,Milyonlarca öğrenci eğitim maratonunun ilk yarısını tamamlıyor,non-sarcastic
trt,Rıza Akpolat'ın da aralarında olduğu 31 kişiye tutuklama talebi,non-sarcastic
trt,"Emine Erdoğan, Moğolistan Cumhurbaşkanının eşi ile bir araya geldi",non-sarcastic
trt,"İletişim Başkanlığı'ndan ""Filistin Davası"" kitaplarına ilişkin paylaşım",non-sarcastic
trt,Türkiye ile Moğolistan arasında 10 anlaşma imzalandı,non-sarcastic
trt,Türkiye'den ABD'nin GKRY silah satışı kararına kınama,non-sarcastic
trt,Cumhurbaşkanı Erdoğan: İsrail'in mutabakata rağmen saldırıları endişe verici,non-sarcastic
trt,Bakan Göktaş: Kadınlar için yeni çalışma modelleri geliştiriyoruz,non-sarcastic
trt,Meclis Komisyonu Netflix temsilcilerini dinledi,non-sarcastic
trt,Batı'nın hapishane bekçisi: Terör örgütü PKK/YPG,non-sarcastic
trt,Moğolistan Cumhurbaşkanı Ukhnaa Ankara'da,non-sarcastic
trt,Mazerete bağlı yer değiştirme atamaları yapıldı,non-sarcastic
trt,2025'te dört yeni şehir hastanesi devreye girecek,non-sarcastic
trt,Bakanlık'tan denize kanalizasyon atığı döken İSKİ'ye para cezası,non-sarcastic
trt,Meteoroloji'den 3 il için kuvvetli yağış uyarısı,non-sarcastic
trt,"MSB kaynakları: Dünkü görüşme, ilk temas olması bakımından önemlidir",non-sarcastic
trt,MSB: Son bir haftada 62 terörist etkisiz hale getirildi,non-sarcastic
trt,Fergani'nin uzay yolculuğu: Türkiye için 'bağımsızlık meselesi',non-sarcastic
trt,2024'ün en sıcak ve en soğuk günü arasında 82 derecelik fark oldu,non-sarcastic
trt,"Suriye Dışişleri Bakanı Şeybani, TRT Haber'de soruları yanıtladı",non-sarcastic
trt,"Yarıyıl tatili için ""karne zili"" yarın çalacak",non-sarcastic
trt,Aralarında Beşiktaş Belediye Başkanı Akpolat'ın da bulunduğu 40 kişi adliyede,non-sarcastic
trt,Türkiye Adalet Akademisi Kanunu Teklifi TBMM'de,non-sarcastic
trt,AK Parti Sözcüsü Çelik: Umarız ateşkes kalıcı hale gelir,non-sarcastic
trt,Cumhurbaşkanı Yardımcısı Yılmaz: Gazze'de ateşkesin uygulanmasını ve kalıcı olmasını diliyoruz,non-sarcastic
trt,Bakan Tunç: Gazze'de ateşkes barış ve istikrar için son derece önemli bir adım,non-sarcastic
trt,Bakan Fidan: Gazze’ye insani yardımın kesintisiz şekilde ulaştırılması sağlanmalı,non-sarcastic
trt,Emine Erdoğan'dan Gazze paylaşımı,non-sarcastic
trt,Dışişleri: Ateşkes mutabakatını memnuniyetle karşılıyoruz,non-sarcastic
trt,TBMM Başkanı Kurtulmuş: Filistin davasının yanında olmaya devam edeceğiz,non-sarcastic
trt,Cumhurbaşkanı Erdoğan: Ateşkesi memnuniyetle karşılıyoruz,non-sarcastic
trt,"Dışişleri Bakanı Fidan, Hamas yöneticileriyle görüştü",non-sarcastic
trt,Moğolistan Cumhurbaşkanı Türkiye'ye geliyor,non-sarcastic
trt,"Bakan Güler, Suriye heyetiyle görüştü",non-sarcastic
trt,Suriye'deki yeni yönetimin Dışişleri Bakanı Şeybani: Suriye ve Türkiye yeni bir tarih yazdı,non-sarcastic
trt,Bakan Fidan: Suriye'nin geleceğinde teröre yer yok,non-sarcastic
trt,"Siber Güvenlik Kanunu Teklifi, Komisyonunda kabul edildi",non-sarcastic
trt,"Bakan Işıkhan'dan işverenlere ""iş sağlığı ve güvenliği"" hatırlatması",non-sarcastic
trt,"Cumhurbaşkanı Erdoğan, Suriye Dışişleri Bakanı Şeybani'yi kabul etti",non-sarcastic
trt,TBMM ile Gençlik ve Spor ve Milli Eğitim bakanlıkları arasında iş birliği protokolü,non-sarcastic
trt,Bakan Göktaş: Aileyi merkeze alan bir eylem planını hayata geçirdik,non-sarcastic
trt,"Cumhurbaşkanı Erdoğan, Libya Başbakanı Dibeybe'yi kabul etti",non-sarcastic
trt,"Gençlere özel ""GSB Gençlik Kış Kulübü Programı"" başlıyor",non-sarcastic
trt,Bakan Güler'den terörle mücadelede kararlılık mesajı,non-sarcastic
trt,"Bakan Fidan, Suudi Arabistan Dışişleri Bakan Yardımcısını kabul etti",non-sarcastic
trt,Bakan Tekin: Mülakatta notun değiştirildiğine dair bir belge yok,non-sarcastic
trt,Bakan Tunç: Hiç kimse hukuk karşısında layüsel değildir,non-sarcastic
trt,Cumhurbaşkanı Erdoğan: Terörsüz Türkiye'de kazanan 85 milyon,non-sarcastic
trt,"Serenay Sarıkaya ""tanık"" sıfatıyla ifade verdi",non-sarcastic
trt,"Siber Güvenlik Kanunu Teklifi, TBMM'de",non-sarcastic
trt,Suriye istihbaratına Türkiye rol model olabilir,non-sarcastic
trt,MİT'ten Süleymaniye'de nokta operasyon,non-sarcastic
trt,Kayseri'de organize suç örgütüne operasyon: 19 gözaltı,non-sarcastic
trt,Hukuk Mesleklerine Giriş Sınavı'nda soru sayısı 120'ye yükseltildi,non-sarcastic
trt,İhtiyaç sahibi hanelere kömür yardımı kararı Resmi Gazete'de,non-sarcastic
trt,Adli Tıp Kurumu ve Türkiye Adalet Akademisi'ne atamalar Resmi Gazete'de,non-sarcastic
trt,"Cumhurbaşkanı Erdoğan, Malezya yüksek mahkeme başkanlarını kabul etti",non-sarcastic
trt,Suriye Dışişleri Bakanı Türkiye'ye geliyor,non-sarcastic
trt,"Cumhurbaşkanı Erdoğan, PKK'nın İkiyaka katliamında hayatını kaybedenlerin aileleriyle görüştü",non-sarcastic
trt,Yarıyıl tatilinde hava nasıl olacak?,non-sarcastic
trt,Yenidoğan çetesi davasında ara karar açıklandı,non-sarcastic
trt,Aile yılı destekleriyle ilgili merak edilen 10 soru 10 cevap,non-sarcastic
trt,"Fahrettin Altun, Suriye Enformasyon Bakanı ile görüştü",non-sarcastic
trt,Reyhanlı saldırısının faili tutuklandı,non-sarcastic
trt,Serenay Sarıkaya ifadeye çağrıldı,non-sarcastic
trt,23 ilde FETÖ operasyonlarda 110 şüpheli yakalandı,non-sarcastic
trt,Atatürk'e ve dini değerlere hakaret eden zanlı yakalandı,non-sarcastic
trt,KADES'i 7 milyon 830 bin kadın indirdi,non-sarcastic
trt,Şehit ve gazi çocukları özel okul hizmetlerinden ücretsiz faydalanacak,non-sarcastic
trt,Cumhurbaşkanı Erdoğan'dan Hahambaşı Haleva için başsağlığı telefonu,non-sarcastic
trt,Yenidoğan çetesi hesap veriyor,non-sarcastic
trt,Suriye'nin kuzeyinde 9 terörist etkisiz hale getirildi,non-sarcastic
trt,Bingazi'ye 10 yıl sonra ilk sefer yapıldı,non-sarcastic
trt,Bahçeli: Terörsüz Türkiye'nin şafağı sökmüştür,non-sarcastic
trt,Bakan Göktaş: Nüfus yapımızı destekleyecek çalışmaları hayata geçireceğiz,non-sarcastic
trt,İstanbul'da 11 milyon 225 bin adet uyuşturucu hap ele geçirildi,non-sarcastic
trt,Kurtulmuş: Türkiye önlenemez bir yükselişin başlangıcındadır,non-sarcastic
trt,İdare ve vergi mahkemelerinin kurulmasına ilişkin karar Resmi Gazete'de,non-sarcastic
trt,MSÜ'den diploma töreni görüntüleriyle ilgili iddialara ilişkin açıklama,non-sarcastic
trt,"İletişim Başkanlığı, Suriyelilere hastanelerde öncelik veriliyor iddiasını yalanladı",non-sarcastic
trt,Kara Kuvvetleri Komutanlığı uzman erbaş ve sözleşmeli er alacak,non-sarcastic
trt,"MİT Başkanı Kalın, Hamas Siyasi Büro Yetkilileri ile görüştü",non-sarcastic
trt,"SGK, ABB'nin iddialarına ilişkin açıklama yaptı",non-sarcastic
trt,"Kabine üyelerinden, ""Aile Yılı"" paylaşımı",non-sarcastic
trt,"Emine Erdoğan: Aile sevginin ve huzurun temeli; bireyin özü, toplumun harcıdır",non-sarcastic
trt,"Bakan Fidan, Slovenyalı mevkidaşı Fajon ile görüştü",non-sarcastic
trt,Bakan Göktaş: Aile kurumunu korumak sorumluluğumuz,non-sarcastic
trt,2024 yılı en sıcak yıl oldu,non-sarcastic
trt,"Cumhurbaşkanı Erdoğan'dan ""Aile Yılı"" kapsamında peş peşe müjdeler",non-sarcastic
trt,YHT seferlerinde yarıyıl tatili için kapasite artırıldı,non-sarcastic
trt,3 ilde DEAŞ'a yönelik operasyonlarda 23 şüpheli yakalandı,non-sarcastic
trt,Reyhanlı saldırısının faili yakalandı,non-sarcastic
trt,Cumhurbaşkanı Erdoğan'ın hizmetleri “Aşkınan Koşan Yorulmaz” kitabında anlatıldı,non-sarcastic
trt,Irak ve Suriye'nin kuzeyinde 6 terörist etkisiz hale getirildi,non-sarcastic
